"id_venda","data_venda","total_venda","cliente_id"
"609","2022-09-26","4221.629999999999","1104"
"610","2022-09-10","2017.31","3071"
"611","2021-11-07","1143.1599999999999","5990"
"612","2021-08-02","2847.53","7420"
"613","2022-12-06","5096.08","5554"
"614","2022-02-09","1704.42","5918"
"615","2022-09-05","4592.700000000001","4640"
"616","2022-04-16","3173.2","906"
"617","2020-11-26","438.27","9903"
"618","2023-07-19","2479.6400000000003","5745"
"619","2023-09-24","6220.450000000001","3362"
"620","2020-01-05","550.15","3941"
"621","2022-06-11","1955.4","721"
"622","2021-01-28","5615.85","4519"
"623","2020-08-25","3426.5299999999997","4858"
"624","2021-01-03","2132.21","2951"
"625","2022-02-14","789.39","5451"
"626","2022-06-30","665.25","9235"
"627","2021-09-30","1626.91","6511"
"628","2020-05-24","118.45","2103"
"629","2023-08-01","3271.2000000000003","9319"
"630","2022-04-14","4626.59","855"
"631","2022-09-19","2923.74","9760"
"632","2022-05-16","3508.52","8079"
"633","2020-11-28","3644.12","4242"
"634","2023-08-28","1905.37","4708"
"635","2022-09-21","1850.02","9614"
"636","2021-09-17","912.38","7843"
"637","2021-04-10","1218.15","4981"
"638","2022-05-08","2205.39","3412"
"639","2022-11-29","597.8","4136"
"640","2021-11-05","2325.6400000000003","8735"
"641","2021-02-20","1826.0900000000001","5978"
"642","2022-10-20","6682.33","733"
"643","2022-08-30","5742.5","294"
"644","2021-12-03","1252.84","1401"
"645","2021-11-13","1971.79","8857"
"646","2021-12-04","6453.19","8704"
"647","2023-04-04","2888.8","9015"
"648","2020-12-27","3200.48","2043"
"649","2022-12-04","1353.5500000000002","3956"
"650","2022-07-04","3073.6900000000005","1008"
"651","2022-06-26","1940.1200000000001","1541"
"652","2023-09-02","529.96","5454"
"653","2021-07-27","6856.150000000001","6159"
"654","2021-10-10","4166.389999999999","3218"
"655","2020-09-29","3421.05","7248"
"656","2021-12-20","6342.24","9147"
"657","2023-02-02","4348.11","2003"
"658","2021-03-15","1227.74","7251"
"659","2021-07-23","561.9","9262"
"660","2021-07-24","1045.3500000000001","7892"
"661","2021-07-19","4208.49","709"
"662","2021-09-30","738.5","3491"
"663","2020-01-25","2667.99","1428"
"664","2020-12-01","1041.67","9908"
"665","2020-12-24","1154.71","5936"
"666","2022-01-14","5478.349999999999","5324"
"667","2021-01-23","6367.9","516"
"668","2021-11-08","893.73","940"
"669","2023-10-08","3879.28","5456"
"670","2022-01-17","5641.22","4982"
"671","2020-10-23","555.06","226"
"672","2021-05-30","1571.34","4290"
"673","2022-01-24","2492.2900000000004","9474"
"674","2022-10-05","5943.259999999999","8284"
"675","2021-01-19","6916.110000000001","4978"
"676","2022-07-22","449.77","1178"
"677","2023-06-24","1819.08","1203"
"678","2021-07-01","1771.59","2149"
"679","2021-04-15","5104.07","3248"
"680","2022-07-25","1212.5","3872"
"681","2023-03-30","1028.47","9653"
"682","2022-07-17","4251.58","8010"
"683","2020-12-03","3358.02","5033"
"684","2021-06-22","4094.63","5175"
"685","2020-04-10","2840.66","4382"
"686","2020-04-11","5114.63","7220"
"687","2021-11-06","1478.88","6918"
"688","2023-05-06","2753.29","4193"
"689","2022-10-20","1886.92","7521"
"690","2021-01-17","4410.96","6669"
"691","2023-07-01","4608.57","4596"
"692","2023-06-11","2469.01","4568"
"693","2022-03-22","5952.84","3537"
"694","2021-11-12","2693.58","8415"
"695","2021-03-25","4683.49","7900"
"696","2023-10-04","7136.92","1744"
"697","2021-05-07","4070.78","3789"
"698","2021-05-07","1592.37","829"
"699","2022-01-22","642.15","1427"
"700","2020-08-18","974.92","3635"
"701","2020-05-27","2299.99","4226"
"702","2022-05-04","4134.29","4941"
"703","2022-12-15","4547.42","1770"
"704","2021-11-27","4390.09","1355"
"705","2022-03-28","2288.4100000000003","3279"
"706","2022-06-29","2446.36","5302"
"707","2020-01-04","2313.31","4845"
"708","2022-11-08","5070.69","9544"
"709","2022-05-10","3118.85","9629"
"710","2022-10-19","5080.38","8363"
"711","2023-10-24","2448.27","1389"
"712","2022-05-24","1873.91","6810"
"713","2020-05-03","1188.66","486"
"714","2021-09-19","7049.01","8096"
"715","2022-08-26","3608.66","1465"
