"venda_id","produto_id"
"104","7910"
"104","9679"
"105","9361"
"106","2092"
"106","8589"
"106","4370"
"106","1148"
"107","7565"
"108","407"
"108","7324"
"108","2869"
"109","6870"
"109","3042"
"110","9581"
"110","5028"
"110","3492"
"110","3733"
"110","1939"
"111","291"
"112","2915"
"112","6754"
"112","824"
"113","4225"
"113","1554"
"113","4229"
"113","454"
"114","9240"
"114","1122"
"114","5916"
"115","5047"
"115","5101"
"115","7221"
"115","6465"
"116","9044"
"116","1875"
"116","5919"
"116","4558"
"117","4624"
"118","6268"
"118","4308"
"118","9530"
"118","1512"
"119","9111"
"119","2050"
"119","3082"
"120","9445"
"120","4029"
"120","8083"
"121","647"
"121","5352"
"121","5195"
"121","1119"
"122","3766"
"122","8022"
"122","7566"
"122","7505"
"122","6842"
"123","1677"
"124","623"
"124","5974"
"124","1399"
"125","1434"
"125","1087"
"125","7464"
"126","410"
"127","7802"
"127","600"
"128","6016"
"128","7280"
"129","4732"
"130","878"
"131","5192"
"131","6914"
"131","7171"
"132","5435"
"132","2982"
"132","1"
"132","7422"
"132","8989"
"133","7763"
"133","5950"
"133","6023"
"133","7188"
"134","3323"
"134","2614"
"134","3339"
"135","8426"
"135","1860"
"136","7586"
"137","7246"
"137","6747"
"137","7273"
"137","4099"
"137","3338"
"138","9368"
"138","6885"
"138","6317"
"138","9005"
"139","9337"
"139","9071"
"139","1247"
"140","6342"
"140","2495"
"141","4403"
"141","3455"
"141","3538"
"141","4059"
"141","7171"
"142","2740"
"142","1714"
"142","6526"
"142","3388"
"143","7670"
"143","5457"
"144","8080"
"144","259"
"144","1682"
"145","4465"
"145","8003"
"146","3989"
"147","7519"
"147","495"
"148","2195"
"148","1463"
"148","6652"
"149","4798"
"149","2242"
"149","6362"
"149","7979"
"150","3869"
"151","2205"
"151","9863"
"151","7189"
"151","733"
"152","3897"
"152","8975"
"152","6618"
"152","1617"
"152","7326"
"153","2593"
"153","2644"
"153","4540"
"153","1467"
"153","4981"
"154","962"
"154","618"
"154","2732"
"154","3897"
"154","7436"
"155","165"
"155","9650"
"155","7508"
"156","9503"
"156","5686"
"156","3043"
"156","1631"
"157","2698"
"158","2129"
"158","3857"
"158","2557"
"158","8924"
"159","2439"
"159","1270"
"159","8656"
"159","2379"
"159","1187"
"160","6278"
"161","8858"
"162","866"
"162","2239"
"162","639"
"162","7285"
"162","3287"
"163","9881"
"163","9621"
"163","684"
"163","9669"
"163","5927"
"164","2414"
"164","6300"
"165","6622"
"165","6951"
"165","6808"
"165","5502"
"166","2863"
"166","3076"
"166","1274"
"166","7953"
"166","3388"
"167","3048"
"167","4598"
"167","4341"
"168","8745"
"169","738"
"169","6307"
"170","2448"
"170","7423"
"170","2380"
"170","1388"
"171","1305"
"171","6451"
"171","7248"
"171","2493"
"172","3064"
"172","6100"
"172","2531"
"172","2981"
"172","3118"
"173","1493"
"174","2447"
"174","607"
"175","5393"
"176","9405"
"176","5424"
"176","8148"
"176","2513"
"177","8541"
"177","4666"
"178","4688"
"178","8469"
"178","796"
"179","6465"
"179","764"
"179","8815"
"179","9818"
"180","9143"
"180","5072"
"180","4441"
"181","457"
"181","7270"
"181","6671"
"181","158"
"181","3567"
"182","6025"
"182","7158"
"182","5516"
"182","4030"
"182","9756"
"183","769"
"183","1898"
"183","4450"
"183","7985"
"183","3883"
"184","5444"
"184","7379"
"184","9532"
"185","2848"
"185","1765"
"186","2272"
"186","5642"
"186","2530"
"186","7466"
"186","2775"
"187","1325"
"187","2282"
"187","9839"
"187","525"
"187","1669"
"188","6567"
"188","2139"
"188","9272"
"188","5914"
"189","2735"
"189","5831"
"189","5987"
"189","9992"
"190","143"
"191","2321"
"191","4265"
"191","7313"
"191","4290"
"191","6356"
"192","9289"
"192","1502"
"192","9374"
"192","977"
"193","7514"
"193","2923"
"193","7096"
"193","6788"
"194","8961"
"195","6826"
"195","7295"
"195","4974"
"195","4776"
"195","3188"
"196","1225"
"196","5156"
"196","8310"
"196","6297"
"196","4097"
"197","4005"
"197","9690"
"197","9038"
"197","3932"
"197","251"
"198","5288"
"199","5514"
"199","7302"
"199","3128"
"199","9518"
"199","1422"
"200","6664"
"200","1272"
"200","3760"
"200","1312"
"201","4175"
"201","3004"
"201","3909"
"201","8445"
"201","1798"
"202","2767"
"202","3845"
"202","2775"
"203","7750"
"203","1816"
"203","4442"
"203","4636"
"204","6969"
"204","9071"
"204","2789"
"204","9274"
"204","2710"
"205","7835"
"205","7816"
"205","3671"
"205","9268"
"206","2819"
"206","8288"
"206","3635"
"206","4402"
"206","1071"
"207","4083"
"208","1092"
"208","3466"
"209","2376"
"209","2753"
"209","3869"
"210","3544"
"211","5336"
"211","2314"
"211","308"
"211","9717"
"212","8332"
"213","2763"
"213","158"
"213","5780"
"213","2767"
"214","2819"
"214","3033"
"214","6311"
"214","8275"
"215","1014"
"215","7852"
"215","9927"
"215","5262"
"215","99"
"216","5452"
"216","8438"
"217","8777"
"217","526"
"217","5947"
"218","5992"
"218","3270"
"218","7330"
"219","9879"
"219","9998"
"219","9628"
"219","8015"
"220","5284"
"221","3186"
"221","9661"
"221","2237"
"221","5457"
"222","6821"
"222","5317"
"222","1000"
"223","9319"
"223","8376"
"223","8324"
"223","7759"
"224","5274"
"224","3626"
"224","1405"
"225","2185"
"226","2676"
"226","8640"
"226","5015"
"226","4871"
"227","5545"
"227","1815"
"227","6135"
"227","6012"
"227","2649"
"228","2269"
"228","2009"
"228","1713"
"228","8119"
"229","3919"
"229","2254"
"229","351"
"229","7261"
"230","7996"
"230","4088"
"230","6747"
"231","6563"
"231","525"
"232","7451"
"232","8534"
"233","126"
"233","7205"
"234","2069"
"234","8811"
"234","9246"
"234","5528"
"234","2318"
"235","9370"
"235","8017"
"235","7888"
"235","3466"
"235","806"
"236","7097"
"237","4326"
"237","2258"
"237","3023"
"238","3899"
"239","7286"
"239","5964"
"240","2277"
"240","388"
"241","3592"
"241","5018"
"241","9975"
"241","4964"
"241","9965"
"242","6890"
"242","9550"
"242","1737"
"242","8458"
"242","942"
"243","8995"
"244","1697"
"244","5978"
"245","643"
"245","5459"
"245","8311"
"245","6453"
"246","8162"
"246","5323"
"246","629"
"247","5929"
"247","4645"
"247","8272"
"247","4616"
"248","6411"
"248","1730"
"249","7672"
"249","7155"
"250","3063"
"250","4803"
"250","6275"
"250","1578"
"250","9191"
"251","6635"
"251","8131"
"251","9568"
"252","7853"
"252","9677"
"252","7149"
"252","5986"
"253","3560"
"253","7095"
"254","855"
"254","3189"
"255","1918"
"255","8962"
"256","2134"
"256","7246"
"257","6387"
"257","6283"
"257","9685"
"258","6373"
"258","9124"
"259","9634"
"259","8402"
"259","2297"
"259","4511"
"260","2474"
"261","4881"
"261","6454"
"261","9827"
"262","4637"
"262","2673"
"263","3472"
"263","1515"
"264","4591"
"265","6266"
"265","3695"
"265","4710"
"265","1588"
"265","9863"
"266","8640"
"267","9317"
"267","1106"
"268","8142"
"268","9095"
"268","38"
"268","2142"
"269","3141"
"269","5227"
"269","43"
"270","6216"
"271","7669"
"271","5394"
"271","5828"
"271","4619"
"271","2172"
"272","4474"
"272","2069"
"273","6530"
"273","9272"
"273","2438"
"274","3095"
"274","4789"
"275","6494"
"275","4658"
"275","9754"
"276","715"
"276","4632"
"276","6629"
"277","9007"
"278","9217"
"278","8625"
"278","3329"
"278","2218"
"278","1244"
"279","4458"
"279","5015"
"279","6137"
"280","5053"
"281","9060"
"281","9844"
"281","1923"
"282","4211"
"282","7880"
"282","1716"
"283","6376"
"284","3"
"284","8899"
"284","253"
"285","7691"
"285","4372"
"285","4764"
"285","9639"
"285","7414"
"286","2915"
"286","486"
"287","6341"
"287","4290"
"287","3859"
"287","7894"
"287","6908"
"288","25"
"288","1802"
"288","9124"
"288","6439"
"288","7086"
"289","7374"
"289","6289"
"290","1459"
"290","5110"
"290","2007"
"290","1073"
"290","2841"
"291","5274"
"291","1404"
"291","7701"
"291","2104"
"292","9922"
"293","5300"
"294","4644"
"294","6058"
"294","2924"
"294","3914"
"295","3502"
"296","2011"
"296","4930"
"296","1747"
"297","9660"
"297","3386"
"297","4985"
"298","7741"
"298","7379"
"298","5088"
"298","5750"
"299","996"
"299","1111"
"299","4711"
"299","7642"
"299","80"
"300","554"
"300","669"
"300","6822"
"301","4403"
"301","5892"
"301","7991"
"302","8700"
"302","1789"
"302","1189"
"302","9570"
"303","449"
"303","60"
"304","8473"
"304","2696"
"304","3968"
"304","7184"
"304","5219"
"305","8482"
"306","8183"
"307","4417"
"307","9620"
"307","3277"
"307","665"
"307","494"
"308","63"
"308","2756"
"309","2256"
"309","2867"
"309","6564"
"309","5172"
"310","4991"
"310","4146"
"310","4679"
"310","9297"
"311","6641"
"312","5828"
"312","6528"
"312","7367"
"312","8511"
"312","6830"
"313","2405"
"313","1839"
"313","8177"
"314","1118"
"314","1176"
"314","3078"
"314","3400"
"314","8219"
"315","2876"
"316","3042"
"316","7451"
"317","7012"
"317","1238"
"318","7803"
"318","4211"
"318","5216"
"319","5539"
"319","6354"
"319","4068"
"320","6116"
"320","6101"
"320","4250"
"320","6031"
"321","9278"
"321","5553"
"322","4425"
"322","3303"
"322","4664"
"322","2672"
"323","85"
"323","4405"
"323","5504"
"323","2577"
"323","2698"
"324","20"
"324","2287"
"324","2578"
"324","2819"
"324","262"
"325","9566"
"326","8541"
"326","8382"
"327","6180"
"327","6961"
"328","2117"
"329","9069"
"329","7996"
"329","923"
"329","7972"
"329","3239"
"330","4526"
"330","681"
"331","4570"
"331","7964"
"332","4730"
"332","2835"
"332","9571"
"333","4179"
"333","5945"
"333","9425"
"333","8223"
"333","4823"
"334","5404"
"335","5241"
"335","4452"
"335","6647"
"335","5805"
"336","5585"
"336","1363"
"336","9707"
"336","8745"
"337","4130"
"337","1782"
"337","6283"
"338","4323"
"338","217"
"338","6288"
"339","3654"
"340","6012"
"340","2965"
"341","2152"
"341","5386"
"342","5478"
"342","7219"
"343","2277"
"343","723"
"343","9118"
"344","9386"
"344","7638"
"344","5982"
"344","1664"
"344","5083"
"345","4245"
"346","5487"
"346","7427"
"346","348"
"346","5264"
"347","6549"
"347","6476"
"347","1555"
"347","9210"
"348","3749"
"348","458"
"348","2794"
"348","3549"
"348","6909"
"349","8099"
"349","2649"
"350","6999"
"350","9932"
"350","2456"
"350","9565"
"351","9972"
"351","4063"
"351","1484"
"352","500"
"353","8602"
"353","3330"
"354","6751"
"355","9943"
"355","3802"
"355","4548"
"356","6960"
"356","1846"
"356","5068"
"356","2710"
"356","435"
"357","5878"
"357","9566"
"357","8623"
"357","7406"
"358","2378"
"358","1620"
"358","8702"
"359","4799"
"360","1613"
"360","3533"
"360","2026"
"360","3802"
"361","1174"
"361","1277"
"361","9849"
"361","2765"
"362","1799"
"362","9905"
"362","329"
"362","5790"
"363","4995"
"363","5765"
"363","5844"
"363","5491"
"363","2185"
"364","3942"
"364","3523"
"364","4331"
"364","6072"
"365","9632"
"365","5616"
"365","9161"
"366","5290"
"366","2902"
"366","8682"
"367","9634"
"367","4456"
"367","3378"
"367","5496"
"368","7544"
"368","9041"
"368","7462"
"368","2371"
"368","3758"
"369","2828"
"369","5813"
"369","5183"
"369","9657"
"370","9636"
"370","2700"
"370","9751"
"370","1406"
"370","9578"
"371","573"
"372","4341"
"372","528"
"372","8726"
"373","5156"
"373","749"
"374","3265"
"374","3817"
"374","3003"
"375","9456"
"376","4666"
"376","6052"
"376","5291"
"376","9573"
"377","2708"
"377","2790"
"378","7597"
"378","501"
"378","119"
"378","9970"
"378","1599"
"379","8635"
"380","8554"
"381","8751"
"381","3156"
"381","1376"
"382","3694"
"382","6954"
"382","7794"
"382","5248"
"383","9021"
"383","7254"
"383","6733"
"384","7207"
"385","3466"
"385","4410"
"386","1947"
"386","7057"
"387","3931"
"388","8"
"388","7178"
"388","5483"
"389","820"
"389","8877"
"390","5027"
"391","1462"
"391","4289"
"391","4695"
"392","2767"
"392","7989"
"392","6715"
"393","3930"
"393","4778"
"393","2116"
"393","5025"
"394","5655"
"395","4100"
"395","5829"
"395","7862"
"396","4792"
"396","9838"
"396","8787"
"396","9548"
"396","794"
"397","1832"
"397","8277"
"397","2007"
"397","7775"
"397","4162"
"398","3464"
"399","7822"
"399","4541"
"399","7568"
"399","9278"
"400","714"
"400","6992"
"401","2034"
"402","2230"
"402","855"
"402","9653"
"402","6274"
"403","3982"
"403","6476"
"403","1150"
"404","6814"
"404","180"
"404","8742"
"405","757"
"405","2404"
"405","6573"
"405","9784"
"405","4293"
"406","3143"
"406","498"
"406","3698"
"406","7862"
"406","9401"
"407","6666"
"407","9221"
"407","6997"
"407","2972"
"408","4533"
"408","4242"
"409","5496"
"409","8673"
"409","3055"
"409","2282"
"409","1835"
"410","6517"
"410","968"
"410","7386"
"410","7248"
"411","7614"
"411","474"
"411","9364"
"412","2027"
"412","4284"
"412","6134"
"413","4410"
"414","5232"
"414","5892"
"414","1285"
"414","7002"
"414","416"
"415","7530"
"415","7255"
"415","5446"
"416","9509"
"416","6444"
"416","5640"
"416","5067"
"417","5684"
"417","6788"
"417","1490"
"418","7650"
"418","5151"
"419","1502"
"419","1296"
"419","7625"
"419","9263"
"419","5333"
"420","4562"
"420","7265"
"421","1449"
"421","2650"
"422","200"
"423","1797"
"423","3790"
"424","5712"
"425","4750"
"425","7860"
"425","5395"
"425","9091"
"426","7853"
"426","8219"
"426","8230"
"426","6173"
"427","4574"
"428","5710"
"428","367"
"428","4522"
"429","5407"
"429","1687"
"430","9211"
"430","4692"
"430","6298"
"430","7077"
"430","6063"
"431","2676"
"431","8577"
"432","7052"
"432","9972"
"433","3390"
"433","4966"
"433","4608"
"433","6045"
"433","6862"
"434","1461"
"434","8531"
"434","2319"
"435","5814"
"435","2108"
"435","2174"
"435","3959"
"435","2494"
"436","7533"
"436","9532"
"437","8688"
"437","8211"
"437","6783"
"437","2558"
"438","3643"
"438","2257"
"438","40"
"438","6587"
"439","8176"
"439","5107"
"439","5659"
"439","9553"
"440","1396"
"440","4004"
"440","1617"
"441","382"
"442","1863"
"442","2913"
"442","6819"
"442","8701"
"442","5101"
"443","5924"
"443","5337"
"444","2416"
"444","8928"
"444","2532"
"444","5588"
"444","1397"
"445","1300"
"445","9366"
"445","4306"
"446","1151"
"447","4911"
"447","8183"
"448","9740"
"448","6510"
"448","4725"
"449","2696"
"449","5902"
"449","7960"
"450","7416"
"450","1490"
"450","7453"
"450","9396"
"450","248"
"451","6251"
"452","727"
"452","7034"
"452","3272"
"452","5295"
"453","1173"
"453","1354"
"454","9343"
"454","3937"
"454","2574"
"454","4645"
"455","9688"
"455","5029"
"455","9675"
"455","6471"
"455","819"
"456","682"
"456","7163"
"456","2790"
"456","561"
"456","3807"
"457","4698"
"457","5899"
"457","6397"
"457","3219"
"457","2250"
"458","8707"
"458","234"
"458","9962"
"458","9402"
"459","9034"
"459","5036"
"459","7966"
"459","4175"
"460","1948"
"460","2132"
"460","7250"
"461","9349"
"461","2000"
"461","7062"
"462","2662"
"462","7404"
"462","3757"
"463","7526"
"463","5180"
"463","1251"
"463","7860"
"463","1671"
"464","211"
"465","2034"
"465","2514"
"465","3179"
"465","9575"
"465","9175"
"466","3910"
"466","5123"
"466","5021"
"466","305"
"466","7352"
"467","8099"
"467","9213"
"467","3711"
"467","4378"
"468","9375"
"468","6584"
"468","4776"
"468","2830"
"469","516"
"469","2929"
"470","9717"
"470","84"
"471","7701"
"472","3039"
"472","3420"
"472","884"
"472","9567"
"473","318"
"473","4308"
"474","7649"
"474","9611"
"475","9453"
"476","174"
"477","6389"
"477","1177"
"477","6657"
"477","1717"
"478","4928"
"478","1146"
"479","8856"
"479","2305"
"479","3868"
"479","3156"
"480","7345"
"480","8640"
"481","7187"
"481","453"
"481","4822"
"482","9635"
"483","2049"
"483","2930"
"483","3698"
"484","8760"
"484","9716"
"484","19"
"484","2754"
"484","6020"
"485","9318"
"485","7171"
"485","703"
"485","1217"
"485","3621"
"486","1367"
"486","3237"
"486","8897"
"486","8928"
"487","9211"
"487","5980"
"487","7918"
"487","8866"
"487","9616"
"488","8424"
"488","106"
"488","5696"
"489","1928"
"489","5053"
"490","1642"
"490","6351"
"490","1256"
"490","7283"
"491","9607"
"492","9069"
"493","9839"
"493","8760"
"494","8223"
"494","470"
"494","6046"
"495","6311"
"495","7414"
"496","9619"
"496","4618"
"496","6542"
"497","9307"
"497","855"
"497","1335"
"497","4945"
"498","8539"
"498","2688"
"498","4246"
"498","8952"
"498","8004"
"499","2304"
"500","6096"
"501","5518"
"501","5122"
"501","9391"
"502","1885"
"502","524"
"502","5047"
"502","1784"
"503","6561"
"503","4977"
"503","3052"
"503","7775"
"503","5340"
"504","9115"
"505","6140"
"505","8572"
"505","166"
"505","4690"
"506","6990"
"506","1079"
"507","179"
"507","7490"
"507","2225"
"508","9416"
"508","969"
"509","956"
"509","1571"
"509","3436"
"509","9842"
"509","5144"
"510","5461"
"510","3924"
"510","6184"
"511","306"
"512","505"
"512","8748"
"512","4273"
"513","3039"
"513","6535"
"513","5492"
"513","5027"
"513","5233"
"514","194"
"514","5172"
"515","4474"
"515","8203"
"515","5877"
"515","167"
"516","9313"
"517","6408"
"518","6580"
"518","3723"
"518","4624"
"518","2403"
"519","731"
"519","388"
"519","6610"
"520","4835"
"520","6867"
"520","4868"
"521","9927"
"521","1664"
"522","7981"
"523","3021"
"523","5663"
"523","7116"
"523","9493"
"524","8093"
"525","7846"
"525","9989"
"525","8727"
"525","7177"
"525","7314"
"526","9579"
"527","1518"
"528","7255"
"528","3346"
"528","6776"
"528","4912"
"528","7803"
"529","8997"
"529","332"
"529","9755"
"529","950"
"530","1062"
"530","5111"
"530","8410"
"530","2760"
"530","3345"
"531","8823"
"531","4847"
"531","7371"
"532","3649"
"532","6131"
"532","3162"
"533","8018"
"534","9085"
"534","4780"
"534","774"
"534","196"
"535","5617"
"535","9831"
"535","2811"
"536","6393"
"536","3698"
"536","5393"
"536","6559"
"537","7824"
"537","453"
"537","599"
"538","8311"
"539","7277"
"539","4543"
"539","3505"
"540","6529"
"540","5457"
"540","5942"
"541","4707"
"542","5964"
"542","9470"
"542","5305"
"543","7618"
"543","6896"
"543","4483"
"543","8531"
"543","1762"
"544","6222"
"544","8962"
"544","3832"
"544","7321"
"544","9396"
"545","1780"
"545","4311"
"545","5487"
"545","8066"
"545","1806"
"546","1157"
"546","2844"
"546","7617"
"546","4137"
"547","4014"
"547","576"
"547","3837"
"547","2278"
"547","6548"
"548","8405"
"548","9255"
"548","5579"
"548","923"
"548","1865"
"549","3364"
"549","1338"
"549","956"
"550","7936"
"551","6613"
"551","4411"
"551","530"
"551","2722"
"551","1175"
"552","2658"
"552","5409"
"552","4329"
"552","8168"
"553","9216"
"553","9409"
"554","8393"
"554","9430"
"554","548"
"554","2240"
"554","10"
"555","30"
"555","8979"
"555","9317"
"555","7563"
"556","8738"
"556","1075"
"557","8902"
"557","264"
"558","9184"
"558","4091"
"558","7588"
"558","7828"
"558","576"
"559","7933"
"559","2036"
"559","4946"
"559","1172"
"560","5379"
"560","4565"
"560","5128"
"561","4088"
"561","1724"
"561","5488"
"562","5293"
"563","9734"
"563","5958"
"563","749"
"563","4237"
"563","146"
"564","7360"
"564","1919"
"564","305"
"564","5899"
"565","8"
"565","9447"
"565","8998"
"566","3026"
"566","5558"
"566","1482"
"566","6987"
"566","5373"
"567","7053"
"567","5216"
"568","1011"
"568","4626"
"568","5790"
"568","1470"
"569","5554"
"570","1552"
"570","8533"
"570","3918"
"570","8005"
"571","9548"
"571","1064"
"571","3723"
"572","3050"
"573","3048"
"574","7451"
"574","2975"
"574","5453"
"574","6924"
"574","3765"
"575","960"
"575","1538"
"575","3502"
"576","6993"
"576","2928"
"576","6616"
"576","861"
"576","2846"
"577","3273"
"577","8240"
"578","9697"
"578","4507"
"578","3662"
"578","5711"
"578","6178"
"579","6355"
"579","6915"
"579","237"
"580","7718"
"580","8042"
"580","8687"
"581","3277"
"581","6563"
"581","3952"
"582","8121"
"582","3903"
"582","6679"
"583","671"
"584","2820"
"584","5525"
"584","5779"
"584","780"
"584","9047"
"585","2975"
"585","1061"
"585","9628"
"585","8379"
"586","9831"
"587","30"
"587","944"
"587","5022"
"587","3643"
"587","5207"
"588","1406"
"588","2798"
"588","5029"
"589","2683"
"590","6261"
"590","9624"
"590","9563"
"591","9587"
"591","5286"
"591","1365"
"592","9982"
"592","6069"
"592","7799"
"592","3735"
"593","693"
"593","3609"
"593","3124"
"593","6134"
"594","3626"
"594","2443"
"594","6444"
"594","1115"
"594","2701"
"595","7598"
"595","2415"
"595","9795"
"596","1202"
"596","5343"
"596","9629"
"596","1593"
"596","5286"
"597","5599"
"597","3069"
"597","3420"
"597","3809"
"597","642"
"598","6056"
"598","2146"
"599","6391"
"600","2260"
"601","106"
"601","5806"
"601","1451"
"602","180"
"602","234"
"603","1180"
"603","9903"
"603","786"
"604","8778"
"604","3189"
"604","8466"
"604","7349"
"604","9799"
"605","4082"
"605","1804"
"605","6549"
"605","273"
"605","8894"
"606","8633"
"607","4385"
"608","3187"
"608","1988"
"608","9401"
"608","5346"
"609","878"
"609","1296"
"609","2993"
"609","4175"
"609","8379"
"610","5519"
"610","3145"
"610","65"
"611","4392"
"611","9902"
"611","8544"
"612","1014"
"612","5144"
"612","1574"
"613","7116"
"613","824"
"613","1921"
"613","91"
"614","2744"
"615","3934"
"615","4203"
"615","4284"
"616","5083"
"616","5714"
"616","2692"
"616","2062"
"617","1631"
"618","2127"
"618","2061"
"618","468"
"619","4443"
"619","2599"
"619","4226"
"619","8719"
"620","3940"
"621","5310"
"622","8990"
"622","5608"
"622","8205"
"622","3579"
"623","436"
"623","5303"
"623","7621"
"624","3438"
"624","3638"
"625","6097"
"625","1671"
"626","65"
"627","7811"
"628","5119"
"629","1271"
"629","9580"
"629","449"
"629","4710"
"630","5344"
"630","9991"
"630","7893"
"630","2806"
"631","4100"
"631","1051"
"631","4572"
"632","8604"
"632","2373"
"633","1011"
"633","3457"
"633","1179"
"633","6698"
"633","523"
"634","4985"
"635","4782"
"635","1623"
"636","7722"
"636","5336"
"637","3054"
"637","4564"
"638","3270"
"638","554"
"638","5898"
"639","1128"
"639","5123"
"640","8157"
"640","9660"
"640","1823"
"641","3456"
"641","9702"
"641","4705"
"642","3530"
"642","7143"
"642","937"
"642","3436"
"642","784"
"643","9421"
"643","2581"
"643","5887"
"643","1535"
"644","1938"
"645","2494"
"646","3213"
"646","963"
"646","6927"
"646","9374"
"646","8227"
"647","9991"
"647","3494"
"647","3622"
"648","2377"
"648","5594"
"648","930"
"648","8645"
"648","4034"
"649","5086"
"649","7075"
"650","2720"
"650","8455"
"650","7781"
"650","9692"
"651","3203"
"651","9046"
"652","5291"
"653","7177"
"653","7024"
"653","3579"
"653","695"
"653","9343"
"654","8583"
"654","6896"
"654","2370"
"654","3804"
"655","40"
"655","999"
"655","6533"
"655","6520"
"656","9668"
"656","7627"
"656","9968"
"656","2644"
"656","9552"
"657","6972"
"657","8404"
"657","1802"
"657","8698"
"658","8403"
"659","190"
"660","9183"
"660","6846"
"661","4707"
"661","7020"
"661","7618"
"662","7371"
"663","7341"
"663","2465"
"663","737"
"663","6707"
"664","4347"
"664","1412"
"665","9281"
"665","1903"
"666","7800"
"666","2923"
"666","6650"
"666","5426"
"666","6276"
"667","5342"
"667","5012"
